reaction_task_id,row_index,expected_uid_from_frame,data_uid,uid_row_association_correct,data_rxn,reaction_matches_frozen_smiles,csv_sequence_length,csv_sequence_sha256,csv_sequence_in_esm_feat_dict,not_found_logged_for_this_row,row_stdout,get_exception,tensor_name,shape,dtype,device,numel,all_finite,abs_sum,nonzero_elements,is_all_zero,min,max,esm_feature_shape,esm_feature_is_zero_fallback,esm_feature_equals_esm_mean_lookup,node_counts_consistent,gvp_node_count,pocket_node_count
RT-1a7bea59ede1acf0,0,A0A011QK89,A0A011QK89,True,c1ccc2[nH]nnc2c1>>Nc1ccccc1C(=O)[O-],True,388,56aa09b9e047139105d8c71c805344380b5cb783d9db3725606535225e3f14e7,True,False,,,substrates.x,"[9, 2]",torch.int64,cpu,18,,,,,0,2,[2560],False,True,True,49,49
RT-1a7bea59ede1acf0,1,A0A017SP50,A0A017SP50,True,c1ccc2[nH]nnc2c1>>Nc1ccccc1C(=O)[O-],True,417,6045b0f386d65e56fb4837a500e3580d203f5b9b1dd403f2537f35c6b968ca4e,True,False,,,esm_feature,[2560],torch.float32,cpu,2560,True,127.98188781738281,2560,False,,,[2560],False,True,True,60,60
RT-1a7bea59ede1acf0,1,A0A017SP50,A0A017SP50,True,c1ccc2[nH]nnc2c1>>Nc1ccccc1C(=O)[O-],True,417,6045b0f386d65e56fb4837a500e3580d203f5b9b1dd403f2537f35c6b968ca4e,True,False,,,node_xyz,"[60, 3]",torch.float32,cpu,180,True,1212.6448974609375,180,False,,,[2560],False,True,True,60,60
RT-1a7bea59ede1acf0,1,A0A017SP50,A0A017SP50,True,c1ccc2[nH]nnc2c1>>Nc1ccccc1C(=O)[O-],True,417,6045b0f386d65e56fb4837a500e3580d203f5b9b1dd403f2537f35c6b968ca4e,True,False,,,products.positions,"[10, 3]",torch.float32,cpu,30,True,27.028003692626953,30,False,,,[2560],False,True,True,60,60
RT-1a7bea59ede1acf0,1,A0A017SP50,A0A017SP50,True,c1ccc2[nH]nnc2c1>>Nc1ccccc1C(=O)[O-],True,417,6045b0f386d65e56fb4837a500e3580d203f5b9b1dd403f2537f35c6b968ca4e,True,False,,,products.x,"[10, 2]",torch.int64,cpu,20,,,,,0,3,[2560],False,True,True,60,60
RT-1a7bea59ede1acf0,1,A0A017SP50,A0A017SP50,True,c1ccc2[nH]nnc2c1>>Nc1ccccc1C(=O)[O-],True,417,6045b0f386d65e56fb4837a500e3580d203f5b9b1dd403f2537f35c6b968ca4e,True,False,,,protein.esm_node_feature,"[60, 2560]",torch.float32,cpu,153600,True,20005.7578125,153600,False,,,[2560],False,True,True,60,60
RT-1a7bea59ede1acf0,1,A0A017SP50,A0A017SP50,True,c1ccc2[nH]nnc2c1>>Nc1ccccc1C(=O)[O-],True,417,6045b0f386d65e56fb4837a500e3580d203f5b9b1dd403f2537f35c6b968ca4e,True,False,,,protein.node_s,"[60, 6]",torch.float32,cpu,360,True,220.9973907470703,357,False,,,[2560],False,True,True,60,60
RT-1a7bea59ede1acf0,1,A0A017SP50,A0A017SP50,True,c1ccc2[nH]nnc2c1>>Nc1ccccc1C(=O)[O-],True,417,6045b0f386d65e56fb4837a500e3580d203f5b9b1dd403f2537f35c6b968ca4e,True,False,,,protein.node_v,"[60, 3, 3]",torch.float32,cpu,540,True,268.1746826171875,534,False,,,[2560],False,True,True,60,60
RT-1a7bea59ede1acf0,1,A0A017SP50,A0A017SP50,True,c1ccc2[nH]nnc2c1>>Nc1ccccc1C(=O)[O-],True,417,6045b0f386d65e56fb4837a500e3580d203f5b9b1dd403f2537f35c6b968ca4e,True,False,,,reaction_feature,[2048],torch.float32,cpu,2048,True,49.0,49,False,,,[2560],False,True,True,60,60
RT-1a7bea59ede1acf0,1,A0A017SP50,A0A017SP50,True,c1ccc2[nH]nnc2c1>>Nc1ccccc1C(=O)[O-],True,417,6045b0f386d65e56fb4837a500e3580d203f5b9b1dd403f2537f35c6b968ca4e,True,False,,,seq,[60],torch.int64,cpu,60,,,,,0,19,[2560],False,True,True,60,60
RT-1a7bea59ede1acf0,1,A0A017SP50,A0A017SP50,True,c1ccc2[nH]nnc2c1>>Nc1ccccc1C(=O)[O-],True,417,6045b0f386d65e56fb4837a500e3580d203f5b9b1dd403f2537f35c6b968ca4e,True,False,,,substrates.positions,"[9, 3]",torch.float32,cpu,27,True,21.514299392700195,27,False,,,[2560],False,True,True,60,60
RT-1a7bea59ede1acf0,1,A0A017SP50,A0A017SP50,True,c1ccc2[nH]nnc2c1>>Nc1ccccc1C(=O)[O-],True,417,6045b0f386d65e56fb4837a500e3580d203f5b9b1dd403f2537f35c6b968ca4e,True,False,,,substrates.x,"[9, 2]",torch.int64,cpu,18,,,,,0,2,[2560],False,True,True,60,60
RT-1a7bea59ede1acf0,2,A0A017SR40,A0A017SR40,True,c1ccc2[nH]nnc2c1>>Nc1ccccc1C(=O)[O-],True,534,0985b72348f8d864d94b0d0486589f2d853c96db8d7012c51535e1aacb292382,True,False,,,esm_feature,[2560],torch.float32,cpu,2560,True,121.14168548583984,2560,False,,,[2560],False,True,True,61,61
RT-1a7bea59ede1acf0,2,A0A017SR40,A0A017SR40,True,c1ccc2[nH]nnc2c1>>Nc1ccccc1C(=O)[O-],True,534,0985b72348f8d864d94b0d0486589f2d853c96db8d7012c51535e1aacb292382,True,False,,,node_xyz,"[61, 3]",torch.float32,cpu,183,True,1168.4700927734375,183,False,,,[2560],False,True,True,61,61
RT-1a7bea59ede1acf0,2,A0A017SR40,A0A017SR40,True,c1ccc2[nH]nnc2c1>>Nc1ccccc1C(=O)[O-],True,534,0985b72348f8d864d94b0d0486589f2d853c96db8d7012c51535e1aacb292382,True,False,,,products.positions,"[10, 3]",torch.float32,cpu,30,True,27.028003692626953,30,False,,,[2560],False,True,True,61,61
RT-1a7bea59ede1acf0,2,A0A017SR40,A0A017SR40,True,c1ccc2[nH]nnc2c1>>Nc1ccccc1C(=O)[O-],True,534,0985b72348f8d864d94b0d0486589f2d853c96db8d7012c51535e1aacb292382,True,False,,,products.x,"[10, 2]",torch.int64,cpu,20,,,,,0,3,[2560],False,True,True,61,61
RT-1a7bea59ede1acf0,2,A0A017SR40,A0A017SR40,True,c1ccc2[nH]nnc2c1>>Nc1ccccc1C(=O)[O-],True,534,0985b72348f8d864d94b0d0486589f2d853c96db8d7012c51535e1aacb292382,True,False,,,protein.esm_node_feature,"[61, 2560]",torch.float32,cpu,156160,True,21463.2890625,156160,False,,,[2560],False,True,True,61,61
RT-1a7bea59ede1acf0,2,A0A017SR40,A0A017SR40,True,c1ccc2[nH]nnc2c1>>Nc1ccccc1C(=O)[O-],True,534,0985b72348f8d864d94b0d0486589f2d853c96db8d7012c51535e1aacb292382,True,False,,,protein.node_s,"[61, 6]",torch.float32,cpu,366,True,229.74716186523438,363,False,,,[2560],False,True,True,61,61
RT-1a7bea59ede1acf0,2,A0A017SR40,A0A017SR40,True,c1ccc2[nH]nnc2c1>>Nc1ccccc1C(=O)[O-],True,534,0985b72348f8d864d94b0d0486589f2d853c96db8d7012c51535e1aacb292382,True,False,,,protein.node_v,"[61, 3, 3]",torch.float32,cpu,549,True,275.796630859375,543,False,,,[2560],False,True,True,61,61
RT-1a7bea59ede1acf0,2,A0A017SR40,A0A017SR40,True,c1ccc2[nH]nnc2c1>>Nc1ccccc1C(=O)[O-],True,534,0985b72348f8d864d94b0d0486589f2d853c96db8d7012c51535e1aacb292382,True,False,,,reaction_feature,[2048],torch.float32,cpu,2048,True,49.0,49,False,,,[2560],False,True,True,61,61
RT-1a7bea59ede1acf0,2,A0A017SR40,A0A017SR40,True,c1ccc2[nH]nnc2c1>>Nc1ccccc1C(=O)[O-],True,534,0985b72348f8d864d94b0d0486589f2d853c96db8d7012c51535e1aacb292382,True,False,,,seq,[61],torch.int64,cpu,61,,,,,0,19,[2560],False,True,True,61,61
RT-1a7bea59ede1acf0,2,A0A017SR40,A0A017SR40,True,c1ccc2[nH]nnc2c1>>Nc1ccccc1C(=O)[O-],True,534,0985b72348f8d864d94b0d0486589f2d853c96db8d7012c51535e1aacb292382,True,False,,,substrates.positions,"[9, 3]",torch.float32,cpu,27,True,21.514299392700195,27,False,,,[2560],False,True,True,61,61
RT-1a7bea59ede1acf0,2,A0A017SR40,A0A017SR40,True,c1ccc2[nH]nnc2c1>>Nc1ccccc1C(=O)[O-],True,534,0985b72348f8d864d94b0d0486589f2d853c96db8d7012c51535e1aacb292382,True,False,,,substrates.x,"[9, 2]",torch.int64,cpu,18,,,,,0,2,[2560],False,True,True,61,61
RT-f00e98d322e2380e,0,A0A011QK89,A0A011QK89,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,388,56aa09b9e047139105d8c71c805344380b5cb783d9db3725606535225e3f14e7,True,False,,,esm_feature,[2560],torch.float32,cpu,2560,True,127.19587707519531,2560,False,,,[2560],False,True,True,49,49
RT-f00e98d322e2380e,0,A0A011QK89,A0A011QK89,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,388,56aa09b9e047139105d8c71c805344380b5cb783d9db3725606535225e3f14e7,True,False,,,node_xyz,"[49, 3]",torch.float32,cpu,147,True,1014.7130126953125,147,False,,,[2560],False,True,True,49,49
RT-f00e98d322e2380e,0,A0A011QK89,A0A011QK89,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,388,56aa09b9e047139105d8c71c805344380b5cb783d9db3725606535225e3f14e7,True,False,,,products.positions,"[8, 3]",torch.float32,cpu,24,True,18.885299682617188,24,False,,,[2560],False,True,True,49,49
RT-f00e98d322e2380e,0,A0A011QK89,A0A011QK89,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,388,56aa09b9e047139105d8c71c805344380b5cb783d9db3725606535225e3f14e7,True,False,,,products.x,"[8, 2]",torch.int64,cpu,16,,,,,0,3,[2560],False,True,True,49,49
RT-f00e98d322e2380e,0,A0A011QK89,A0A011QK89,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,388,56aa09b9e047139105d8c71c805344380b5cb783d9db3725606535225e3f14e7,True,False,,,protein.esm_node_feature,"[49, 2560]",torch.float32,cpu,125440,True,18317.078125,125440,False,,,[2560],False,True,True,49,49
RT-f00e98d322e2380e,0,A0A011QK89,A0A011QK89,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,388,56aa09b9e047139105d8c71c805344380b5cb783d9db3725606535225e3f14e7,True,False,,,protein.node_s,"[49, 6]",torch.float32,cpu,294,True,183.50411987304688,291,False,,,[2560],False,True,True,49,49
RT-f00e98d322e2380e,0,A0A011QK89,A0A011QK89,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,388,56aa09b9e047139105d8c71c805344380b5cb783d9db3725606535225e3f14e7,True,False,,,protein.node_v,"[49, 3, 3]",torch.float32,cpu,441,True,218.3634796142578,435,False,,,[2560],False,True,True,49,49
RT-f00e98d322e2380e,0,A0A011QK89,A0A011QK89,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,388,56aa09b9e047139105d8c71c805344380b5cb783d9db3725606535225e3f14e7,True,False,,,reaction_feature,[2048],torch.float32,cpu,2048,True,36.0,36,False,,,[2560],False,True,True,49,49
RT-f00e98d322e2380e,0,A0A011QK89,A0A011QK89,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,388,56aa09b9e047139105d8c71c805344380b5cb783d9db3725606535225e3f14e7,True,False,,,seq,[49],torch.int64,cpu,49,,,,,0,19,[2560],False,True,True,49,49
RT-f00e98d322e2380e,0,A0A011QK89,A0A011QK89,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,388,56aa09b9e047139105d8c71c805344380b5cb783d9db3725606535225e3f14e7,True,False,,,substrates.positions,"[10, 3]",torch.float32,cpu,30,True,27.028003692626953,30,False,,,[2560],False,True,True,49,49
RT-f00e98d322e2380e,0,A0A011QK89,A0A011QK89,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,388,56aa09b9e047139105d8c71c805344380b5cb783d9db3725606535225e3f14e7,True,False,,,substrates.x,"[10, 2]",torch.int64,cpu,20,,,,,0,3,[2560],False,True,True,49,49
RT-f00e98d322e2380e,1,A0A017SP50,A0A017SP50,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,417,6045b0f386d65e56fb4837a500e3580d203f5b9b1dd403f2537f35c6b968ca4e,True,False,,,esm_feature,[2560],torch.float32,cpu,2560,True,127.98188781738281,2560,False,,,[2560],False,True,True,60,60
RT-f00e98d322e2380e,1,A0A017SP50,A0A017SP50,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,417,6045b0f386d65e56fb4837a500e3580d203f5b9b1dd403f2537f35c6b968ca4e,True,False,,,node_xyz,"[60, 3]",torch.float32,cpu,180,True,1212.6448974609375,180,False,,,[2560],False,True,True,60,60
RT-f00e98d322e2380e,1,A0A017SP50,A0A017SP50,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,417,6045b0f386d65e56fb4837a500e3580d203f5b9b1dd403f2537f35c6b968ca4e,True,False,,,products.positions,"[8, 3]",torch.float32,cpu,24,True,18.885299682617188,24,False,,,[2560],False,True,True,60,60
RT-f00e98d322e2380e,1,A0A017SP50,A0A017SP50,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,417,6045b0f386d65e56fb4837a500e3580d203f5b9b1dd403f2537f35c6b968ca4e,True,False,,,products.x,"[8, 2]",torch.int64,cpu,16,,,,,0,3,[2560],False,True,True,60,60
RT-f00e98d322e2380e,1,A0A017SP50,A0A017SP50,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,417,6045b0f386d65e56fb4837a500e3580d203f5b9b1dd403f2537f35c6b968ca4e,True,False,,,protein.esm_node_feature,"[60, 2560]",torch.float32,cpu,153600,True,20005.7578125,153600,False,,,[2560],False,True,True,60,60
RT-f00e98d322e2380e,1,A0A017SP50,A0A017SP50,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,417,6045b0f386d65e56fb4837a500e3580d203f5b9b1dd403f2537f35c6b968ca4e,True,False,,,protein.node_s,"[60, 6]",torch.float32,cpu,360,True,220.9973907470703,357,False,,,[2560],False,True,True,60,60
RT-f00e98d322e2380e,1,A0A017SP50,A0A017SP50,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,417,6045b0f386d65e56fb4837a500e3580d203f5b9b1dd403f2537f35c6b968ca4e,True,False,,,protein.node_v,"[60, 3, 3]",torch.float32,cpu,540,True,268.1746826171875,534,False,,,[2560],False,True,True,60,60
RT-f00e98d322e2380e,1,A0A017SP50,A0A017SP50,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,417,6045b0f386d65e56fb4837a500e3580d203f5b9b1dd403f2537f35c6b968ca4e,True,False,,,reaction_feature,[2048],torch.float32,cpu,2048,True,36.0,36,False,,,[2560],False,True,True,60,60
RT-f00e98d322e2380e,1,A0A017SP50,A0A017SP50,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,417,6045b0f386d65e56fb4837a500e3580d203f5b9b1dd403f2537f35c6b968ca4e,True,False,,,seq,[60],torch.int64,cpu,60,,,,,0,19,[2560],False,True,True,60,60
RT-f00e98d322e2380e,1,A0A017SP50,A0A017SP50,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,417,6045b0f386d65e56fb4837a500e3580d203f5b9b1dd403f2537f35c6b968ca4e,True,False,,,substrates.positions,"[10, 3]",torch.float32,cpu,30,True,27.028003692626953,30,False,,,[2560],False,True,True,60,60
RT-f00e98d322e2380e,1,A0A017SP50,A0A017SP50,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,417,6045b0f386d65e56fb4837a500e3580d203f5b9b1dd403f2537f35c6b968ca4e,True,False,,,substrates.x,"[10, 2]",torch.int64,cpu,20,,,,,0,3,[2560],False,True,True,60,60
RT-f00e98d322e2380e,2,A0A017SR40,A0A017SR40,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,534,0985b72348f8d864d94b0d0486589f2d853c96db8d7012c51535e1aacb292382,True,False,,,esm_feature,[2560],torch.float32,cpu,2560,True,121.14168548583984,2560,False,,,[2560],False,True,True,61,61
RT-f00e98d322e2380e,2,A0A017SR40,A0A017SR40,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,534,0985b72348f8d864d94b0d0486589f2d853c96db8d7012c51535e1aacb292382,True,False,,,node_xyz,"[61, 3]",torch.float32,cpu,183,True,1168.4700927734375,183,False,,,[2560],False,True,True,61,61
RT-f00e98d322e2380e,2,A0A017SR40,A0A017SR40,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,534,0985b72348f8d864d94b0d0486589f2d853c96db8d7012c51535e1aacb292382,True,False,,,products.positions,"[8, 3]",torch.float32,cpu,24,True,18.885299682617188,24,False,,,[2560],False,True,True,61,61
RT-f00e98d322e2380e,2,A0A017SR40,A0A017SR40,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,534,0985b72348f8d864d94b0d0486589f2d853c96db8d7012c51535e1aacb292382,True,False,,,products.x,"[8, 2]",torch.int64,cpu,16,,,,,0,3,[2560],False,True,True,61,61
RT-f00e98d322e2380e,2,A0A017SR40,A0A017SR40,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,534,0985b72348f8d864d94b0d0486589f2d853c96db8d7012c51535e1aacb292382,True,False,,,protein.esm_node_feature,"[61, 2560]",torch.float32,cpu,156160,True,21463.2890625,156160,False,,,[2560],False,True,True,61,61
RT-f00e98d322e2380e,2,A0A017SR40,A0A017SR40,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,534,0985b72348f8d864d94b0d0486589f2d853c96db8d7012c51535e1aacb292382,True,False,,,protein.node_s,"[61, 6]",torch.float32,cpu,366,True,229.74716186523438,363,False,,,[2560],False,True,True,61,61
RT-f00e98d322e2380e,2,A0A017SR40,A0A017SR40,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,534,0985b72348f8d864d94b0d0486589f2d853c96db8d7012c51535e1aacb292382,True,False,,,protein.node_v,"[61, 3, 3]",torch.float32,cpu,549,True,275.796630859375,543,False,,,[2560],False,True,True,61,61
RT-f00e98d322e2380e,2,A0A017SR40,A0A017SR40,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,534,0985b72348f8d864d94b0d0486589f2d853c96db8d7012c51535e1aacb292382,True,False,,,reaction_feature,[2048],torch.float32,cpu,2048,True,36.0,36,False,,,[2560],False,True,True,61,61
RT-f00e98d322e2380e,2,A0A017SR40,A0A017SR40,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,534,0985b72348f8d864d94b0d0486589f2d853c96db8d7012c51535e1aacb292382,True,False,,,seq,[61],torch.int64,cpu,61,,,,,0,19,[2560],False,True,True,61,61
RT-f00e98d322e2380e,2,A0A017SR40,A0A017SR40,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,534,0985b72348f8d864d94b0d0486589f2d853c96db8d7012c51535e1aacb292382,True,False,,,substrates.positions,"[10, 3]",torch.float32,cpu,30,True,27.028003692626953,30,False,,,[2560],False,True,True,61,61
RT-f00e98d322e2380e,2,A0A017SR40,A0A017SR40,True,Nc1ccccc1C(=O)[O-]>>Oc1ccccc1O,True,534,0985b72348f8d864d94b0d0486589f2d853c96db8d7012c51535e1aacb292382,True,False,,,substrates.x,"[10, 2]",torch.int64,cpu,20,,,,,0,3,[2560],False,True,True,61,61
RT-bbb9dc4b010674c1,0,A0A011QK89,A0A011QK89,True,Nc1ccccc1C(=O)[O-]>>C=C(OC1C=C(C(=O)[O-])C=CC1O)C(=O)[O-],True,388,56aa09b9e047139105d8c71c805344380b5cb783d9db3725606535225e3f14e7,True,False,,,esm_feature,[2560],torch.float32,cpu,2560,True,127.19587707519531,2560,False,,,[2560],False,True,True,49,49
RT-bbb9dc4b010674c1,0,A0A011QK89,A0A011QK89,True,Nc1ccccc1C(=O)[O-]>>C=C(OC1C=C(C(=O)[O-])C=CC1O)C(=O)[O-],True,388,56aa09b9e047139105d8c71c805344380b5cb783d9db3725606535225e3f14e7,True,False,,,node_xyz,"[49, 3]",torch.float32,cpu,147,True,1014.7130126953125,147,False,,,[2560],False,True,True,49,49
RT-bbb9dc4b010674c1,0,A0A011QK89,A0A011QK89,True,Nc1ccccc1C(=O)[O-]>>C=C(OC1C=C(C(=O)[O-])C=CC1O)C(=O)[O-],True,388,56aa09b9e047139105d8c71c805344380b5cb783d9db3725606535225e3f14e7,True,False,,,products.positions,"[16, 3]",torch.float32,cpu,48,True,64.42720031738281,48,False,,,[2560],False,True,True,49,49
RT-bbb9dc4b010674c1,0,A0A011QK89,A0A011QK89,True,Nc1ccccc1C(=O)[O-]>>C=C(OC1C=C(C(=O)[O-])C=CC1O)C(=O)[O-],True,388,56aa09b9e047139105d8c71c805344380b5cb783d9db3725606535225e3f14e7,True,False,,,products.x,"[16, 2]",torch.int64,cpu,32,,,,,0,3,[2560],False,True,True,49,49
RT-bbb9dc4b010674c1,0,A0A011QK89,A0A011QK89,True,Nc1ccccc1C(=O)[O-]>>C=C(OC1C=C(C(=O)[O-])C=CC1O)C(=O)[O-],True,388,56aa09b9e047139105d8c71c805344380b5cb783d9db3725606535225e3f14e7,True,False,,,protein.esm_node_feature,"[49, 2560]",torch.float32,cpu,125440,True,18317.078125,125440,False,,,[2560],False,True,True,49,49
RT-bbb9dc4b010674c1,0,A0A011QK89,A0A011QK89,True,Nc1ccccc1C(=O)[O-]>>C=C(OC1C=C(C(=O)[O-])C=CC1O)C(=O)[O-],True,388,56aa09b9e047139105d8c71c805344380b5cb783d9db3725606535225e3f14e7,True,False,,,protein.node_s,"[49, 6]",torch.float32,cpu,294,True,183.50411987304688,291,False,,,[2560],False,True,True,49,49
RT-bbb9dc4b010674c1,0,A0A011QK89,A0A011QK89,True,Nc1ccccc1C(=O)[O-]>>C=C(OC1C=C(C(=O)[O-])C=CC1O)C(=O)[O-],True,388,56aa09b9e047139105d8c71c805344380b5cb783d9db3725606535225e3f14e7,True,False,,,protein.node_v,"[49, 3, 3]",torch.float32,cpu,441,True,218.3634796142578,435,False,,,[2560],False,True,True,49,49
RT-bbb9dc4b010674c1,0,A0A011QK89,A0A011QK89,True,Nc1ccccc1C(=O)[O-]>>C=C(OC1C=C(C(=O)[O-])C=CC1O)C(=O)[O-],True,388,56aa09b9e047139105d8c71c805344380b5cb783d9db3725606535225e3f14e7,True,False,,,reaction_feature,[2048],torch.float32,cpu,2048,True,66.0,66,False,,,[2560],False,True,True,49,49
RT-bbb9dc4b010674c1,0,A0A011QK89,A0A011QK89,True,Nc1ccccc1C(=O)[O-]>>C=C(OC1C=C(C(=O)[O-])C=CC1O)C(=O)[O-],True,388,56aa09b9e047139105d8c71c805344380b5cb783d9db3725606535225e3f14e7,True,False,,,seq,[49],torch.int64,cpu,49,,,,,0,19,[2560],False,True,True,49,49
RT-bbb9dc4b010674c1,0,A0A011QK89,A0A011QK89,True,Nc1ccccc1C(=O)[O-]>>C=C(OC1C=C(C(=O)[O-])C=CC1O)C(=O)[O-],True,388,56aa09b9e047139105d8c71c805344380b5cb783d9db3725606535225e3f14e7,True,False,,,substrates.positions,"[10, 3]",torch.float32,cpu,30,True,27.028003692626953,30,False,,,[2560],False,True,True,49,49
RT-bbb9dc4b010674c1,0,A0A011QK89,A0A011QK89,True,Nc1ccccc1C(=O)[O-]>>C=C(OC1C=C(C(=O)[O-])C=CC1O)C(=O)[O-],True,388,56aa09b9e047139105d8c71c805344380b5cb783d9db3725606535225e3f14e7,True,False,,,substrates.x,"[10, 2]",torch.int64,cpu,20,,,,,0,3,[2560],False,True,True,49,49
