path,scope,r1_bytes,r1_sha256,first_round_sha256,verdict
tests/run_t6r3ar1_tests.py,cumulative_preR3_plus_T2_T5_integration,911,d8300aa77b437f4c6037c6759de8fc5b70ccedff8bae1ff064c80e72a8b9c582,d8300aa77b437f4c6037c6759de8fc5b70ccedff8bae1ff064c80e72a8b9c582,IDENTICAL
tests/test_c8_trait_adapter.py,cumulative_preR3_plus_T2_T5_integration,17569,4e13d2c61071208998572c40b875766f6d490a58ad3c4f01c50a2b1cf42534e1,4e13d2c61071208998572c40b875766f6d490a58ad3c4f01c50a2b1cf42534e1,IDENTICAL
tests/test_route_step_organism_aggregator.py,cumulative_preR3_plus_T2_T5_integration,35085,4450c47b694bdcefedc691fa34e7d7b985ed39db511f7d367f5bda97a6d76004,4450c47b694bdcefedc691fa34e7d7b985ed39db511f7d367f5bda97a6d76004,IDENTICAL
tests/test_t6r3a_g2_unique_predicted_reaction.py,cumulative_preR3_plus_T2_T5_integration,3144,a6c3867f876810e01b32baab8d94b3fa42dda87bfd115f1e0c0a7305414bce63,a6c3867f876810e01b32baab8d94b3fa42dda87bfd115f1e0c0a7305414bce63,IDENTICAL
tests/test_t6r3a_g3_no_8001_dependency.py,cumulative_preR3_plus_T2_T5_integration,1306,73a10195fffc5d835f91748a0ff8fe5d4b7812fb160537f8f96ab00a48e3883b,73a10195fffc5d835f91748a0ff8fe5d4b7812fb160537f8f96ab00a48e3883b,IDENTICAL
tests/test_t6r3a_g4_host_literal_enum.py,cumulative_preR3_plus_T2_T5_integration,1030,0411768201da91a316f93cd918f45e94ff66ce44f12d00944e18c13a4765ba8a,0411768201da91a316f93cd918f45e94ff66ce44f12d00944e18c13a4765ba8a,IDENTICAL
tests/test_t6r3a_g5_pair_contract.py,cumulative_preR3_plus_T2_T5_integration,2317,cf7d1faada822de2b23e19fba6518b324fd416b85de504498b03d1387b1f86ec,cf7d1faada822de2b23e19fba6518b324fd416b85de504498b03d1387b1f86ec,IDENTICAL
tests/test_t6r3ar1_aggregation_gschema.py,cumulative_preR3_plus_T2_T5_integration,10679,fb3fcf6eacaea1d8a5fe57decfa348e3b0e0f9e6f26034ec8414bd7a1dac077b,fb3fcf6eacaea1d8a5fe57decfa348e3b0e0f9e6f26034ec8414bd7a1dac077b,IDENTICAL
tests/test_t6r3ar1_g4_host_evidence_record_boundary.py,cumulative_preR3_plus_T2_T5_integration,15043,c0ea39131ae9bceef6895fc2fcb8100a7153171329b6d068df80d79af5652e30,c0ea39131ae9bceef6895fc2fcb8100a7153171329b6d068df80d79af5652e30,IDENTICAL
tests/test_t6r3ar1_microbe_node_rest_wiring.py,cumulative_preR3_plus_T2_T5_integration,7309,66ebd87731f5253dcd621d29b3e4ae11ba48d7e159d4180befb59665a066de49,66ebd87731f5253dcd621d29b3e4ae11ba48d7e159d4180befb59665a066de49,IDENTICAL
tests/test_t6r3ar2a_frozen_uid_map_loader.py,cumulative_preR3_plus_T2_T5_integration,17547,c5895d39216d36fc40f5c0e575c4ed2b3052b87d1fe10e6db789bf3bbd4e3b42,c5895d39216d36fc40f5c0e575c4ed2b3052b87d1fe10e6db789bf3bbd4e3b42,IDENTICAL
tests/test_t6r3ar2a_gschema_host_evidence_contract.py,cumulative_preR3_plus_T2_T5_integration,6385,3a1ed7827c46194f40b3f366b7f8e967e8d3e0d1c84e787d7b1f8b3b6066d664,3a1ed7827c46194f40b3f366b7f8e967e8d3e0d1c84e787d7b1f8b3b6066d664,IDENTICAL
tests/test_t6r3ar2a_r1_teacher_taxid_row_bytes.py,cumulative_preR3_plus_T2_T5_integration,7013,b705e8f8a83ed18bcba71b17102446c1edc7f999aa97c77246f91531197f39ef,b705e8f8a83ed18bcba71b17102446c1edc7f999aa97c77246f91531197f39ef,IDENTICAL
tests/test_t6r3ar2a_same_host_merge.py,cumulative_preR3_plus_T2_T5_integration,8254,3fef3c95839b4ef1a6d1f0a936368b04f9e7bac43e08f0a2015b46c267b457f1,3fef3c95839b4ef1a6d1f0a936368b04f9e7bac43e08f0a2015b46c267b457f1,IDENTICAL
tests/test_t6r3ar2a_teacher_component_regression.py,cumulative_preR3_plus_T2_T5_integration,10271,9088b1b5f589ca0def81f33e1b5d758e1af594009d52f8c64252959b1d821755,9088b1b5f589ca0def81f33e1b5d758e1af594009d52f8c64252959b1d821755,IDENTICAL
tests/test_t6r3ar2a_three_path_node_output.py,cumulative_preR3_plus_T2_T5_integration,33649,f5f9af8e75f4d1a9ec720d2b6d753872ca8cd2fdbe70835946cd3b05fe50efee,f5f9af8e75f4d1a9ec720d2b6d753872ca8cd2fdbe70835946cd3b05fe50efee,IDENTICAL
tests/test_trait_filter_node_c8.py,cumulative_preR3_plus_T2_T5_integration,4707,8939f980e7579fc66a6db0487cfb2cc2e0780ffa550296e3ed077c00998a8b94,8939f980e7579fc66a6db0487cfb2cc2e0780ffa550296e3ed077c00998a8b94,IDENTICAL
