UniprotID,afdb_structure_url,afdb_model_version,http_status,content_length,afdb_structure_sha256,parser_status,selected_chain
A0A0Q9K4R6,,v6,200,0,5a415f7ae7964e6b1057a8ad2428300b7b74785d6f92d89d17911dbf60468a2d,,
A0A0Q9K529,,v6,200,0,a5f3cf2a26d3425d2d89c69f515fcae721e3c0330efaa7868226b72438c8d5ca,,
A0A0Q9KFZ4,,v6,200,0,111662dc77b05c6870ab53cccca3f0462c3af28a81658a530aeedb15e535fbe8,,
A0A0S0MVI5,,,404,0,,,
A0A0S0MX59,,,404,0,,,
A0A0S0N8M3,,,404,0,,,
A0A0S0N9S9,,,404,0,,,
A0A0U3AB61,,v6,200,0,b35295e68c740a3bc136e38b2a442ba8cafe250a3b222194c2aee2e161bf4fc2,,
A0A0U3S9Q3,,v6,200,0,b9af926ff1b2ed62bf48a130f2419acb24dc2382782054a7ca4ff4b6b15f84c6,,
A0A0U4AHM6,,v6,200,0,d50221750114e55a6fd4eb8d5ba112280a55776541623381defa06907e2d7bca,,
A0A0U4BHM2,,v6,200,0,df450246a9fe30a45f1a6fc63faeb7ffe5e9acafe8f41befbe63f14850db735b,,
A0A0U5G0B1,,v6,200,0,861eba59d37b7594878c736f070a71fb46174817d421b2d1e0e124b20f592532,,
A0A0X1KHF9,,v6,200,0,7351a4d3b9a8ec9c31b875f059391d41103b883a495e25605d591a8ca1459c09,,
A0A125SXN3,,,404,0,,,
A0A125YY17,,v6,200,0,1a1e5430755d39090a0ac1aa93154a8198844ead5f3ec236cf6faafa34121d28,,
A0A125YYB5,,v6,200,0,1d1dfab07d5030563e8f244f38c5c2c7636bf348f31765da9a9380c0b464c0a8,,
A0A140LIF8,,v6,200,0,53aea84099e515561eb88288fb11cfe4adf3699661794ae5d380ed415e5d554c,,
A0A166ACJ5,,v6,200,0,ef5a8c113c4ce1599c5e3a8019dd1baa96ee475142037e333dc34285177e9a91,,
A0A179UL48,,v6,200,0,d801a16de1eb6a14157601780d3f7ea5d440bff6819d30b89312c767309a9e83,,
A0A194VNL2,,v6,200,0,ca99845e3a5dbade21573d94744aaeafbe15a07717315bd0335d551b3444ad06,,
A0A194W185,,v6,200,0,bc0d1fa7409ca4bfed202ed4f35e56a9d37fb35ebce7ef89c0e6e62313949eb2,,
A0A194WDG1,,v6,200,0,513ed2faaf2314c7196df27225084bae4b614e7aabd1acfb84aa84350fe0ddc6,,
A0A1B5KW97,,v6,200,0,036e7bfd30dc9275a4240bf494ee3df82cbce877c9775036bf0f33e83ea489ed,,
A0A1C3NEV1,,v6,200,0,ccf2aad82d10707c0b63711d305a099c564a3fd09a3bd084672a1bcdc9f2bcf8,,
A0A1D8PJ01,,v6,200,0,0c77765aca145130c38401b7f6781846fa5f06a63b32c81907986dcd4d523bb8,,
A0A1D9Q0B7,,v6,200,0,d0df620228329fe812224ef7dd8b55f7acd62e7b3caf5b95880734a941d23131,,
A0A1D9QMS2,,v6,200,0,748140301c40487d58d81447f87deae9ea53fbc6531cf93bbbd6046caf3b0cdc,,
A0A1E3M8P2,,v6,200,0,8f39b44b090838d354ad8256f328817cf7bdd5b7d53a855350fc7e0c91782b1b,,
A0A1E5RIW9,,,404,0,,,
A0A1E5S1A9,,,404,0,,,
A0A1F5L592,,v6,200,0,33dfda39d9a944cc25e52756e79bfb799c530ecfaa427e1fb016b23b2cf86628,,
A0A1H1YBL2,,v6,200,0,b7ff35848bfba0ea778d2ce75da5997efae7a3c1f282b5893f1758893562e846,,
A0A1L7NVA6,,v6,200,0,0c30399da5aac81fbf13bee544daa0515e1d74a443a362a4ef28c85b79d093db,,
A0A1L9X985,,v6,200,0,34ee3d38b4ed42ea3a552be780111d0e80a1173683f5d54023060883b967f8fc,,
A0A1Q5Q699,,v6,200,0,57833e315d72df8d89ccfac8a671558079e3eeb5ed70253b4ed5d0bead00c972,,
A0A1S1YUU1,,v6,200,0,2b80a3d47e6fc904625eaa8998d9fe2c47a9c8ec0d8a7449e1135028360e2e69,,
A0A1U8CC89,,v6,200,0,610daf5fe1a7562ceb6ac7b276cb281ee159f899419e6e4fee98ab7f64c47cfb,,
A0A1V0QSF4,,v6,200,0,8f44b0ba425045b135e669c1411934ae3b28bebb7e25470f1b1571735184882b,,
A0A1V0QSF8,,v6,200,0,51a10697f8ab9c76b2e623c3ebdb49d30c7cc715f311b15a931474fe50b5ce30,,
A0A1V0QSG0,,v6,200,0,e836755ce028a084b8211e92c799c93adbedc3ae742558b3eb0a9f4ec3f0b8aa,,
A0A1V0QSG6,,v6,200,0,2c00978877ec932e7855052458aeb35bc63539df133ab83dcdf7f7a633e1dce1,,
A0A1V0QSH7,,v6,200,0,ab58309fd57be984c218735e42f72d1d179bcb5232fe563a480e2617a155dc3f,,
A0A217ER65,,,404,0,,,
A0A218NGS0,,v6,200,0,e79dad1643cf68662ce2adf13bb631668d3a7f9d8697402d77307a9c3d8da82d,,
A0A224AU14,,v6,200,0,379176adf7e30fdb0a02bdda9caf86d072bd5a8b75408086d5d4753a69c93c04,,
A0A2G0QDN4,,v6,200,0,812d0cb94aa3c5fb1002013304bb9795fb81cf90c34cfcf940bb82f55e3bdaed,,
A0A2G0QDP0,,v6,200,0,300027fdb93c53a7d3aa3a814e36c69ef0744124fb2cdaf10d9a7bac9e2081bc,,
A0A2H1K3G9,,v6,200,0,bc34af6280babe76305890b8e8ef7fd7617949925a82afc4e235ac2539ba32f8,,
A0A2H5BHG9,,,404,0,,,
A0A2H5BHJ6,,,404,0,,,
A0A2I1CSG1,,v6,200,0,53a7685b0ea3ad5ad8aed8e657cbbd8dc3702b1371a55aa3a241bcd398b9a325,,
A0A2I1CSG7,,v6,200,0,7a07bfa3084fa820e9f6fb5f5640064e09495940f856dfa71e1c299273cb3048,,
A0A2I1CSH5,,v6,200,0,09377799fccdf6a94bd4f44a168e24877f74c93d04f61d591602017f6ad863fe,,
A0A2I1CSH6,,v6,200,0,f7e124129318bddb8d9f3bf31256ee6d2e8f45558e173bbe6811b9984aca55d2,,
A0A2I1CSH9,,v6,200,0,ca1edc756296cf82cc91c4a0efa82aabfb9bb02e195a7ce465333e03e775600e,,
A0A2K3D179,,v6,200,0,cfebd0c72c6a12fd57845fd34602060a85f0787edc708c1a8fc7a885700179a4,,
A0A2L0V130,,,404,0,,,
A0A2L0V161,,,404,0,,,
A0A2P5I554,,v6,200,0,32ceaa8fa7d0c719d3232e396729f86c012e8f175e937c82000eca043eb4a598,,
A0A2T1AE85,,v6,200,0,6fd6b2c0f190d82e8044d7fac165d62d145fa8cde57c42df0c701c9a54fdb7d6,,
A0A2Z5P0W7,,v6,200,0,74767a875355e6ffc9eb71ecee04c327ab2234d30a7aa88b0adeeaca308b8a6c,,
A0A2Z5P2H9,,v6,200,0,a6f3b636dda4a8970793c9d74864726a70f494500ae41204ed623f29ef1e67e6,,
A0A2Z5U367,,v6,200,0,6feb4a6d37e790a08dcb61fedefc68bfe760f7039c75f2e3804059970c091daa,,
A0A2Z5U368,,v6,200,0,2776474d5b7d85bab82a16bd00b569970c24e29817ebb8ca21a87b544b00624e,,
A0A2Z5U3C2,,v6,200,0,0cf0b1c5cb52c312d881953c4c6bb90689d1544199d0925a67b56e5dc8781830,,
A0A2Z5U507,,v6,200,0,3ca23ed85aa5fd9426d7a250042d64e67fb5925865ef715f83eac16478170745,,
A0A2Z5U6I9,,v6,200,0,362190158ff309ef4de6469fff622e113d2ca7f9ee7d956488761aa39d0edfde,,
A0A2Z5UFJ1,,v6,200,0,a9555bb21273d41190bc286bd44430ebd8957796bc405ee6c2edecc6dff7d965,,
A0A345MJY6,,,404,0,,,
A0A364MYA3,,v6,200,0,f12b1a88d9cabbd9ac8fdfe29839a3077ff24450489645fdf4efe9fe4ae9adc4,,
A0A384JQC9,,v6,200,0,fafd492fd041064bddf64b70f8409add453d6b08c5fdf66232ca3d3029277cdd,,
A0A3B6EFE3,,v6,200,0,95595303d9df5d557ff5c71d3a8301dab0e47babfddff1cc1933eb015c18efc6,,
A0A3B6UEU3,,v6,200,0,b45b884c751d9c5c06105e3beeed335e67cc304982ca5679a5ed729fbb87b611,,
A0A3Q0KQY7,,v6,200,0,916a4fdc7b288f355ee898a678ba56f46db2cb91e935cc5d62c542cbf5ead217,,
A0A3Q7GYG2,,v6,200,0,40fbb05986319055ad3c357ee76b4a616865080e7eda93c802d4bc1a7ec75403,,
A0A3R5XUE6,,v6,200,0,888d9dd2609015c390f1b6de6ddc620987527f8ae60b8a6d12b7d4b6fe25c6de,,
A0A423V942,,v6,200,0,6a1c1d623c5d1fa146241225d7761eeed6a11b2f5578620bbac7d04ff07bc67c,,
A0A423VZH2,,v6,200,0,f864e02626623e593277b7d30e569657e70a8d27ca2290754e020b3c9f7ad404,,
A0A423WA64,,v6,200,0,30cae7fcc937a1b048a15de4f6ca089ac6db4d7e00e26ab3e5987a2960e42f99,,
A0A429XC68,,v6,200,0,e15483d710c3b530971c86d4fb82fd5a8db449ba0a93ade5291bc8162c698f8d,,
A0A429XCI2,,v6,200,0,4c931be0a28bfc908bdb67c73f5cf84295cae2c081b695cb0fda89525fefe07d,,
A0A429XDI3,,v6,200,0,cfd6bde1f558e7ede0fe666ff11afbcbbc23dcee1b898f78e86a3a06ab753f4a,,
A0A437A6S9,,v6,200,0,9c0fe7ee77f233fa4279bed5b8e059c70dff4df4ffb0e1a72ba4f778cdadea97,,
A0A498JQK2,,v6,200,0,8d900ce40fe51e840ccd5529c36c8d50668c88c8f324419349f7a8952a0d22e0,,
A0A499W357,,v6,200,0,1a8b072d71f3905edcdcde16184f9ca8081781d061c4f96681b24ffd7c4bb901,,
A0A4P1QUJ3,,v6,200,0,cf7d8b5944394f8c950ae5995c483cc6fd21fbbccbd75a9212bad49cf04c0e87,,
A0A4S4DBB3,,v6,200,0,98738ec425eac9f1787e994125bba81bd21bd43373607015ab97c69a62d8f778,,
A0A4S4ESS1,,v6,200,0,5e9bc82343abb54b0a1bc39425d8412af69482f740fa81468303c92e2e8579f8,,
A0A4X1T4U3,,v6,200,0,c057a80dc690412c5afe9e7b440743b1eee61d07d9abd31e5d6727a8e604453a,,
A0A516KNH9,,,404,0,,,
A0A559KX76,,v6,200,0,dccb5950489c8a226eab069c3b955d343cfd18990d7c18bb6665d642c1b96755,,
A0A565D474,,v6,200,0,b7520750111592d43c40697f1e5ea040a3e06254796d9cdaf42f526858be9c86,,
A0A565D475,,v6,200,0,d26e3b450ac32305ae0372ac7373582d17e92771f92e6d6623545c5ff3dcc76d,,
A0A565D477,,v6,200,0,d9d84c6b2aa967f38c5b033db69593223f15b53d65acc06d7696f29ea7e1721b,,
A0A5B8ND22,,v6,200,0,947af3b6fe558720141454aa1cc7654c96e738289079ac8c531fa1c3fb1452cb,,
A0A5B8X6A1,,v6,200,0,9aa950ed7402e49e067ea690f8ef8e3281c0f8acde597f5661ebaa0d97436bbe,,
A0A5B8X6B5,,v6,200,0,22e0d380f8c113de13aa09ec5bf12252401dd6a122ec47c3a2fd0892e3a10d7d,,
A0A5B8X6S2,,v6,200,0,0172f77d3029ef7ee15d9568e950de630f4e76693be4aac52466362f2ab194ff,,
A0A5B8X7E6,,v6,200,0,8d46a02f4f5ce785c7a4efa3555220dd4ef9c71ab126057e2bdc186a3befd7c6,,
A0A5B8X7H4,,v6,200,0,21992d0c9e3bfea4d6a1b4ff28377a74390b401fe8e9dc1b0632d4c9e3a69d36,,
A0A5B8X840,,v6,200,0,5243f81983edf9f31c8223ba27f216ec68e2ca40c09a4f8fa927be40477fddb4,,
A0A5B8XAH0,,v6,200,0,511248a58f4e0404800d080b1e64d8a23977c106958035f1d282a0f4a3d355e8,,
A0A5B8XB28,,v6,200,0,ad8ae8115886eee550cc423adfc3a48d29b828955e6ed68c93836d30f235a2b3,,
A0A5B8XC60,,v6,200,0,5f1b892969a17d084c74f8d1d71076d3106604cee3c590b7837389eac6181f50,,
A0A5B8Z1N3,,v6,200,0,7736d5cd10d31e35863e6d0eb1032bb6a22de0ffa9f19e7982e4eedda17842a9,,
A0A5C0SBK3,,v6,200,0,8473d48854a7676dfd365ae0afefc58200d5e977b5101cd94d263213cb87ddd9,,
A0A5J5NT52,,v6,200,0,a9712b3e5c8e29a77dc91d2e6f5cd0b2e562f1a4d4d02adecb6544e5ae5631b6,,
A0A5J5T2N2,,v6,200,0,6cce0c36c8eefc9092b5c306f8b03db71f30d00aee197213911edfeb0d38482b,,
A0A5N6TQK6,,v6,200,0,40f30099cf1022d0cdc78a1683cd12e0e786c87ffde9f37188d4e268ab843e86,,
A0A5N6TQL1,,v6,200,0,1b8b722c3e78db2a7e62d5607424ebcf0432da23272225f456adb724981a1835,,
A0A5N6TQN5,,v6,200,0,fa2108a24cc48b555d8970c95bf921a68c02eabaf4f19047411897806ef518c3,,
A0A5N6TR74,,v6,200,0,0ee2d5d5b0709dc53c588c76d673ba8146ae0dab8f37caa17f4894b5105841ff,,
A0A649V088,,v6,200,0,6c96818229c8340d5795ade983f16f9a4f9f884962c6e37fca4b767f78a0cdb4,,
A0A6A6H2E0,,v6,200,0,303d7a2b428fdab2a3b3b6572951a37c0a0679ea8b62f8fca91156f593aaf812,,
A0A6A6H402,,v6,200,0,7766bbd0ac4ee2131cc61eaae639f1d1185a3a35ab711111e822342ecb5efa02,,
A0A6M7H989,,v6,200,0,6abf19fa8de967f2aa0eff3c5bc1dbcf9cdaf6d518da265b2d4166f6f24711cd,,
A0A6N3IN21,,v6,200,0,353f8c730568c1978925344693e80da9a5823c21d0d7b720e58dd4fd734c6e23,,
A0A7H0DN19,,,404,0,,,
A0A7H0DN21,,,404,0,,,
A0A7H0DN27,,,404,0,,,
A0A7H0DN30,,,404,0,,,
A0A7H0DN45,,,404,0,,,
A0A7H0DN52,,,404,0,,,
A0A7H0DN56,,,404,0,,,
A0A7H0DN73,,,404,0,,,
A0A7H0DN74,,,404,0,,,
A0A7H0DN78,,,404,0,,,
A0A7H0DN85,,,404,0,,,
A0A7H0DN93,,,404,0,,,
A0A7H0DN95,,,404,0,,,
A0A7H0DNE2,,,404,0,,,
A0A7H0DNE5,,,404,0,,,
A0A7H0DNE9,,,404,0,,,
A0A7H0DNF0,,,404,0,,,
A0A7J6HK32,,v6,200,0,b0e06fb18745548a48bdda9d76665fb9f45178ed478d054501267667009c53cd,,
A0A7L5EB83,,v6,200,0,ef20f20a15b76d2dd5dfdc12550b631c2f2e149b2e58d3502f5eaf80a4dc6dfb,,
A0A7S7NT01,,v6,200,0,2129ea445ed08d71f02c130076f19e9820d3f51f3d87256be2cef627244e4cd4,,
A0A7T8F1I4,,v6,200,0,b74f1e1078d767a4c8fdfb63775175fd83bf66bcf675d873105be346bf6fc982,,
A0A7T8F1J6,,v6,200,0,d79cdff5d788c63038d1b2f016156b3669b97da35ecd76ea7e11fe0f85797442,,
A0A7T8F1J7,,v6,200,0,7d6cceac8de80f1da5b024a1e9782b2152d0acd322e51ec14b295e4013ff69c9,,
A0A7T8F1L1,,v6,200,0,c097606d7d246fec6c5c3de3b45a9c86dc2275270027ea59943667876328d93a,,
A0A7T8F1L3,,v6,200,0,4b25e91740c49d35937ee327ee0791ea7af4aad0cdc8c18216a80ad5585c3a1b,,
A0A7T8F1M6,,v6,200,0,d6b2e161b9150c100a6f603391f13f49d722d86a263ae480fa9edd085eadd147,,
A0A7T8F1M9,,v6,200,0,3abe293d9e1964b8ea59102204087a951d62cd1b2d3547642c795d782d8600c6,,
A0A7T8F1N2,,v6,200,0,8d7b19d83144b49f731d3833383d060d75161f3fe25d6dda5d9c8f3950e571b4,,
A0A7T8J1U7,,v6,200,0,106b397ee84b3798a29cc13ecc201cd7648ee721c43e9605925f69685d7556a9,,
A0A7T8J1Z8,,v6,200,0,49d7c648882ea01034d763de000a9c34522f2e3fff8e264b5be3220c44fed36f,,
A0A7U2MMF3,,v6,200,0,ffb146640f5d9ca77a9189783b56125804a7506c6480e73c7285f9fd1516d5d8,,
A0A7U2QYM2,,v6,200,0,90f5ba8416a41b502e76fd2663a2930045699c5bec94166c2402af2249b4ee2d,,
A0A7U3TBV3,,,404,0,,,
A0A7U3TBV6,,,404,0,,,
A0A7U3TCA2,,,404,0,,,
A0A803PDZ0,,v6,200,0,f4fc34404f01bd8d442907ed2feed99a881360ef51be22fad5d11a42282f5667,,
A0A868BQY3,,,404,0,,,
A0A8B6XWW9,,v6,200,0,92cd8fa737b19d573b20bfa4da9423be13d6740939b81f0de0512c357368f316,,
A0A8B8BQ58,,v6,200,0,65ba116bbfb9d676ed1909240048c996baa2df4cfda31cabe1f06ab05965c3d0,,
A0A8C2MDK8,,v6,200,0,569068e0f87e013d851369f42969aa997b8715b0089b4ada0a7e59843d76440d,,
A0A8D5M3Y5,,v6,200,0,1522743c8b342114f0b73e9e9e53586c83d9f9df9fd24bca13c11061bde51f86,,
A0A8F4N283,,v6,200,0,53f368f2dea403c6fb96d7dedccd2446263aa78bc0afc9c6dc2bceed3e41969a,,
A0A8F4PN06,,v6,200,0,867a9702a6128bfd83af6cefd5e3ccfc2dcd554b823ead772b69c3deaff036c8,,
A0A8F4SN83,,v6,200,0,aa08139bd7085984df70d5df3593abd69a69a928a4034f5c67de12765d531e9f,,
A0A8F5SIS3,,v6,200,0,12be09cda90384a32a49b5be923947420e1affa820943d065f45775f7bd051f7,,
A0A8F5XX49,,v6,200,0,48a90942a71b08444190d6da13e614dbd6d3bbf61b661bcb2dfe76d6df5a9d66,,
A0A8G1LR08,,,404,0,,,
A0A8H4CUY8,,v6,200,0,a59216c888fc8724c6c850eae9b120da268ba245425f117ec5364bf41c4a982c,,
A0A8H7XMX0,,v6,200,0,78bbcad3cea9c3ddb98c23f796712fffffe1d94f2d817869ffdc14e0e9108562,,
A0A8H7XP09,,v6,200,0,69db11563c5cb9366d22c9a004a5eb5a60d05576881cebb4f624713d37dafd5e,,
A0A8H7XQ49,,v6,200,0,0281a3edf1d9dbb7c90e494bb2cb0d729dc623b2bef713c07b41a82001c1b133,,
A0A8H8CFI5,,v6,200,0,961befcf44d12a51df6c6e2edfb6a013c1b0303857c6437ee21cb8c0520d1d6d,,
A0A8H8CMW1,,v6,200,0,f4c2c4b65d7d26e1a2a565ecf019cc3de3325bcf708a8c29f5b620154bd1897c,,
A0A8I3S724,,v6,200,0,06ebc9262d263d075d422ad8b187cd89faf5e281a33074f69fe26c5173d79cc1,,
A0A8I5ZNK2,,v6,200,0,2826a151287bb1555a4bb86ce041a5788eac00ac8c211de192d9f3fe8d22171c,,
A0A8I6AGW3,,v6,200,0,6b265854b2cb41c6c5dc920a8934709e1cc78fba3b6660deb0a79c457238a8c2,,
A0A8I6G2K8,,v6,200,0,ffe7160cf7a06343b6f7dd85a0c4011c3a1b4ad7bcd05324ae49c3de80d0a708,,
A0A8I6GJ95,,v6,200,0,a56bdb463daea820b61e342007aaa229f7215abf319b26c19daf01b89368e51b,,
A0A8K1AY78,,v6,200,0,5a87eac5f084cb4f6a28b8fdb2ff5400fae1d592e106780cc996332902cbdbad,,
A0A8M1PLI9,,v6,200,0,8c26bc9733ed6aef87575d9c646f4526ba5dc3eb301d39d56b32c453fb2302bf,,
A0A8R9YVA6,,v6,200,0,7d7775220da73eea9a99bebb304bc9932ad8b4794f697e2937464712fcc4cd19,,
A0A8R9YZM7,,v6,200,0,6f1273d3f59cec894d0b1e77e9b53d5b849ce3630bc1453b56e91249081e17d9,,
A0A8R9Z3C6,,v6,200,0,3d661de0bb6a5b1ceba183f3cd2081f02caca420ed4bfbd32ecfb3c8fb7b26c1,,
A0A8R9Z5V5,,v6,200,0,cd41595867152627d4a0030947882fcc9743849f6334a803b3985b4190bad8cc,,
A0A8X8M4T9,,v6,200,0,7e0a9e87b002f30c209c865a8ed238e7c9b7b8b4ad903f7a5b5b216029a821ff,,
A0A8X8M4W6,,v6,200,0,384ba24c9f981f33913a7ddf6063dc23003dfc97d22755fe29dada8faf363ece,,
A0A8X8M501,,v6,200,0,75b16891668f09bb3f9c2aed1c08e3d9b7498223c30a69fc97104b4d84434acb,,
A0A8X8M505,,v6,200,0,4dd8402321d7be609b4f3479156693674416ebf4a1ea3d7c3d1adfa6a3dda8ee,,
A0A913XCT1,,,404,0,,,
A0A976YI25,,v6,200,0,ed27d1d25ff2efc50b11c0ebb156a7a87e9f75f65d8336a0335eab7d6f102c70,,
A0A9E7LUJ4,,v6,200,0,7d6bd45fd07a6665227e7b404282721855d922fc04c99bb96898f9301cadb660,,
A0A9E7LUL3,,v6,200,0,94cf6dc41f632267ae8ba65c4d614d0e771013f33153b7e4c6a551ddffb3c089,,
A0A9E7LUR3,,v6,200,0,86357185767bf80bc34d97fe65938b545510c8e295acdef5207cec968b8d626f,,
A0A9E7S4M3,,v6,200,0,5f34aff3a9d39fd849dcfe3c2a2235ae2610f6195a4bbd342ccca77433615f74,,
A0A9E7S4M4,,v6,200,0,b5bacbab3d9d0dd27b5bb78ca02bf6ee396c46968669f8f9a67ecb99ab4411f2,,
A0A9E7S518,,v6,200,0,801e2c78092d4e78062216228e2967ffbc1e09e074b38fb1c8e01a8198bc1051,,
A0A9E7S5B9,,v6,200,0,6b6be3ad7ffd0e3044f5ed5920dd3b0ff406abe54561994c590b05b4427e7f51,,
A0A9E7S5E3,,v6,200,0,952c7bf48e2e3f4ba212ec512cad6f12c6afcc275aec3516f56f731e12523db5,,
A0A9E8G339,,v6,200,0,9f737d6662edb12fa10c76f6de3c0168d9a42985bac8ac621520a5880b3a70b3,,
A0A9J9HGY6,,v6,200,0,fa1b54420107ab2364cc21d730a8a4612ee283eb8673918d49d75ac2c46cbeff,,
A0A9P5CQV5,,v6,200,0,497d34b50e8e0524bb39f785317011988e597f95e0de96e0d75f1570a75e1827,,
A0A9Y1LLN2,,v6,200,0,048e28a8d23d9968c7271b5fc1b18c4d0357eaa21e0964826958c7bbb06067d4,,
A0A9Y1LNE1,,v6,200,0,4fed63c0c4ea54ff89d24757efeeba01a8bbeb7cff0ffa5820885d3bf77f4d7f,,
A0A9Y1LQX3,,v6,200,0,c321c3bb92bc57af2d2bfdaeedbb9c95bd17c37f14f2856e529358940d62f48a,,
A0AA51VIL5,,v6,200,0,8e4890232dc7b98e53aaa504849968b8c7c9acd38e619ba9751261c2984a2fe5,,
A0AA51VIL7,,v6,200,0,4ad5864e73f6ad2ee3124ceb228771ed85204f5a46bb8becf23d27bab3b64735,,
A0AA51VIM4,,v6,200,0,89cc43b932be3f387e460a3126b68dc2d23a8227e3d2d60d77e2e529a747a893,,
A0AA51VJB7,,v6,200,0,9653239068692fe94a99924d482251a65118b366eae1988d6f065ff5c41eaa57,,
A0AA51VKJ3,,v6,200,0,bcfa829637e1d1b2e8796581732df4b6fe55cceac438d6a6e951ed057a14dcec,,
A0AA51Z0J6,,v6,200,0,2a4af47d1ccd5729aef411b093471e36a373393ccb7300b9a77f2443e9837ed6,,
A0AA51Z3J4,,v6,200,0,5b9803cb96f8797a724160d0920b5f5f4672c716700684223c1587ff46125da4,,
A0AA51Z3S7,,v6,200,0,415a0487b19bd2e74ca030f3e9ad1e3fc8decdccff7fa18806fda23f3296c15e,,
A0AAD6ITA8,,v6,200,0,e2e06ab0dd302010a5d8ecdf26d89ce7ee911683a4c25fde1e83a631de6c38f3,,
